squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
52101,44,1,1,96,17601,2,4,1991,0,1,4434,4873,407,1,76,5223673.1
65052,24,0,0,25,11880,9,7,1992,1,0,6382,8045,9251,1,68,6507074.2
96526,29,0,0,97,98433,10,2,1992,1,0,5207,8208,6407,0,65,9657476.2
42943,27,1,1,82,97069,8,5,1994,0,1,1203,4839,9891,1,15,4303486.4
51518,39,0,1,67,43714,3,2,1999,1,1,9542,5547,9255,1,81,5160065.9
28311,88,0,0,25,17649,2,6,2002,1,0,7463,88,894,0,100,2833875.2
40081,48,0,0,21,98496,6,6,2012,1,0,1731,7398,1570,1,31,4009410.2
53020,64,0,1,79,84702,7,6,1996,1,0,5586,4626,9235,0,74,5309888.6
5740,49,0,1,66,93489,3,8,2001,1,0,5294,9984,9486,0,6,578196.1
91472,12,1,0,30,7452,3,2,2002,0,1,2505,2457,3557,1,51,9154295.2
42820,94,1,0,58,62097,3,10,2002,0,0,5629,1745,8310,0,4,4284262.2
56105,44,1,0,26,3345,8,8,2013,0,1,6193,7848,8167,1,53,5615435.3
52370,47,1,1,68,24836,5,5,2002,1,1,4829,1900,5665,0,54,5249769.2
16998,1,1,1,90,52302,3,4,2013,0,1,8630,7821,7508,0,91,1711614.3
37394,85,0,1,50,5633,6,8,2013,0,1,5502,6562,8732,0,47,3747668.3
39092,15,0,0,39,69520,9,10,2008,0,0,4754,7924,5968,1,52,3912190.8
82310,69,1,0,21,98749,9,6,2006,0,1,1244,2957,8565,0,62,8235493.6
79576,78,0,0,24,91759,2,6,2011,0,0,3003,5956,3258,0,12,7958981.1
73717,72,1,1,39,93032,3,9,2017,1,1,2569,3531,16,0,98,7380635.7
33851,19,1,0,72,87130,4,4,2013,1,0,1297,3077,781,0,49,3390907.3
22878,99,0,1,50,40700,2,2,2014,1,1,7075,804,86,0,41,2293660.4
30352,16,0,1,32,52631,1,8,1998,0,1,887,8816,339,1,67,3040502.8
75549,16,1,0,69,49489,10,5,2013,1,1,72,6676,7967,1,9,7561347.3
95568,83,1,0,73,11191,5,10,2013,1,1,5347,3481,7541,1,96,9566990.3
15180,44,0,0,6,50715,6,6,2003,0,1,1867,5261,3932,1,71,1518916.3
57582,76,0,0,55,33073,8,1,2014,1,0,7345,7193,9693,0,82,5762906.4
25112,40,0,0,99,56755,8,5,1994,0,0,750,1894,99,0,63,2518927.4
12558,36,1,1,40,5495,1,1,2014,1,0,2566,9300,8296,1,73,1267518.4
43262,98,1,1,86,85312,4,4,2016,0,1,310,30,9907,1,4,4338500.6
15334,16,1,0,43,96896,8,5,1996,0,1,8275,521,5438,1,93,1535869.6
95409,46,0,0,78,24062,6,3,2003,0,1,3890,3572,6191,1,2,9544720.3
58704,94,1,1,53,95054,1,2,1996,1,0,6928,1991,4090,1,31,5883585.6
14213,73,0,1,32,48647,8,4,2013,1,1,3651,2332,9834,0,36,1428141.3
56007,65,0,1,81,80059,6,9,2000,0,0,5027,2795,4115,0,95,5604820
52330,1,1,1,64,29632,7,1,2017,1,0,1888,8953,6808,1,67,5245987.7
74986,59,1,1,94,57577,6,5,1999,0,0,1878,515,2112,1,73,7510238.9
41043,1,0,0,78,35311,1,10,1993,1,0,5723,8928,6309,1,37,4105841.3
90374,86,0,1,24,16877,9,3,2016,0,0,4161,7692,4952,0,99,9043292.6
73664,52,0,0,96,49829,6,2,2011,0,1,9940,5796,7174,0,73,7368733.1
64693,12,1,0,10,75306,8,3,2001,0,0,9194,8454,5878,1,58,6472400.1
20743,19,1,0,15,67704,7,5,2011,0,1,3648,9698,1344,1,24,2080020.1
1719,5,1,1,31,67427,4,4,2018,1,1,736,6180,5806,1,59,180524.8
61920,10,0,1,70,17973,5,5,2000,0,1,127,7229,6154,0,95,6198911
79047,7,1,0,58,15805,1,1,1992,0,0,5833,2166,4359,0,60,7913249.2
1344,86,0,0,10,87526,2,1,2016,0,1,2060,4922,5630,0,69,135751.6
90170,21,0,1,23,30045,1,4,2010,1,0,739,9878,111,1,27,9019821
92196,29,0,1,84,75407,3,9,1992,1,0,3300,5145,577,1,85,9224397.2
5065,71,0,0,89,31117,10,7,1997,1,1,5208,4222,7581,0,100,516232.7
7923,31,1,1,1,83587,10,10,2001,1,1,7056,8383,7201,1,39,799303.1
80237,88,0,0,35,32911,7,8,2006,1,1,6209,8195,7809,1,92,8025945.6
63681,29,0,1,16,59896,6,7,2005,0,0,1778,6912,9552,0,42,6373356.5
33749,44,0,0,38,41592,3,10,1991,1,0,5688,2005,1410,0,86,3379097.1
98664,15,1,1,42,98271,4,2,2003,1,1,3439,5174,9913,0,56,9876359.3
7535,67,0,0,58,64984,3,2,2012,1,1,5069,1953,7083,1,16,756107.2
29827,64,1,1,45,91629,10,6,2013,1,1,8183,1633,2918,1,49,2990376.3
39734,99,1,1,81,89100,9,8,1992,0,0,3606,8899,2397,0,13,3983895.2
1097,31,0,0,66,49603,7,5,2020,1,0,2597,6667,8975,1,63,114412
79629,97,0,0,8,49542,2,1,2009,1,1,5358,6014,9120,0,23,7964152.9
61480,64,0,0,39,92668,6,7,2021,1,0,2121,5473,2633,1,68,6149872.1
89921,60,1,0,2,24597,10,6,2008,1,0,7541,3829,8902,0,69,8995782.8
78256,13,1,0,33,52330,7,3,2006,1,1,5104,5861,2696,1,96,7832866.6
2743,61,0,0,20,53307,8,2,1996,1,1,8385,859,1201,0,79,276139.6
33507,85,0,1,87,52734,10,2,2013,0,0,221,5485,1202,0,86,3360225.3
51859,59,0,0,60,34698,4,8,2003,0,1,7275,1742,821,0,74,5190340.3
9145,20,1,0,59,73838,2,5,2009,1,0,8147,3620,3496,0,88,919003.9
60072,36,1,1,81,365,2,1,2013,0,1,619,7012,46,1,70,6021514.3
33099,3,1,1,86,37460,9,5,2020,1,1,7525,3507,6989,1,0,3322097
48299,88,0,1,34,36929,7,5,2010,0,1,1928,2776,8715,1,30,4838730
72481,18,1,0,71,38921,7,1,2021,0,1,9080,2076,6743,0,19,7254308.1
65822,70,0,0,88,67017,7,3,2006,0,1,5889,8548,7936,0,86,6585590.6
40259,8,0,0,25,25815,10,8,2003,0,0,2455,7709,2609,1,15,4029000.3
43653,13,0,1,72,44943,6,2,2012,1,1,5654,5531,6266,1,13,4374203.2
44008,40,0,0,10,38622,8,7,1992,0,0,894,4609,1155,1,3,4402299.2
6578,34,0,1,27,2875,4,4,2008,0,0,7746,6634,7190,0,62,662084.8
25210,98,1,0,34,69052,8,1,1994,1,0,5454,1034,9170,0,4,2525784.4
72580,79,1,1,84,69700,10,2,1996,1,1,9378,2358,7191,0,38,7269915.6
4722,57,0,0,99,9659,10,1,1995,1,1,806,9281,4201,0,38,481417.5
52967,19,1,0,54,2290,4,1,1990,1,1,9331,3364,7646,1,31,5304068
48046,97,1,1,54,98015,6,2,2015,1,0,7748,5725,3839,1,72,4818306.5
58725,76,0,1,5,85148,3,10,2018,0,0,8990,6610,4546,1,16,5876344.8
80062,78,0,0,90,64253,4,4,2011,0,0,1797,5974,5138,0,44,8007951.1
87547,11,0,0,81,68456,1,4,2008,0,0,7269,1015,727,1,59,8756084.8
10496,32,0,1,39,98562,3,4,2007,1,1,7069,4886,9202,1,3,1056525.7
53466,98,1,1,22,65389,7,8,2007,1,0,6083,6236,6384,0,78,5354379.7
81164,24,1,1,40,59977,8,9,2005,0,0,2828,3953,8901,1,27,8122770.5
12125,50,0,1,45,10712,6,7,2004,0,0,8208,5066,6533,1,97,1219284.4
73851,51,1,0,8,69766,6,2,2007,1,0,1690,7437,886,0,98,7387211.7
9327,96,1,1,72,72801,5,8,2001,1,0,193,7414,9306,1,70,942653.1
64000,54,0,1,85,3264,7,6,2012,1,0,9149,8764,3968,0,72,6407878.2
4840,9,1,1,70,26167,1,7,1992,0,1,9078,5734,4181,1,59,497373.2
48164,50,0,1,36,3834,9,6,2003,0,1,5361,8652,6439,1,14,4819035.3
70087,79,1,1,81,81785,8,6,2017,0,1,1736,3512,2745,0,66,7025221.7
68609,67,1,0,74,84408,8,4,2000,0,0,8794,6696,272,1,89,6870074
92037,100,1,1,66,90075,4,3,1993,1,1,3416,719,5723,1,16,9216204.3
34477,46,1,0,24,72350,9,10,1995,0,0,5761,9696,5538,0,0,3454533.5
16009,87,1,1,32,50813,2,10,1992,0,0,8617,4533,8721,1,36,1609358.2
66061,62,1,0,61,59318,9,7,1990,0,1,6571,1009,4115,0,59,6613492
96142,6,0,1,79,94692,3,7,2020,1,0,1962,1455,9242,1,11,9622454
34341,27,0,0,81,29078,9,5,2017,1,1,1765,8672,8591,0,15,3440578.7
52576,67,0,1,16,10391,3,5,2021,0,0,6790,9295,3963,1,21,5260049.1
31149,95,1,0,81,9266,7,10,2002,0,0,2821,3848,6233,0,7,3122865.2
35958,96,1,0,52,76102,1,1,1995,0,0,1555,2051,7403,0,2,3602301.5
4114,43,1,0,14,18746,4,8,1996,0,0,8440,9977,3631,1,77,415562.6
39995,23,0,1,79,89016,2,4,2008,0,0,4683,7733,6435,1,60,4003367.8
99227,26,1,1,82,90745,7,5,1991,0,1,4052,3302,7661,0,32,9936021.1
39337,54,0,1,53,48318,3,7,2017,0,0,9298,4387,8669,1,8,3939660.7
77980,24,1,1,60,47515,3,5,2003,1,1,4579,3538,2956,1,74,7808460.3
63092,26,1,1,84,94272,6,6,2000,1,1,3993,3156,96,1,21,6319624
58974,44,0,0,78,45032,2,9,2008,0,1,7758,829,315,0,51,5904218.8
91156,20,0,1,47,10616,3,5,2009,0,1,9405,4215,657,0,97,9120679.9
31045,100,1,0,35,22913,10,9,1990,1,0,1750,6368,842,0,18,3109000
17012,2,0,0,6,34231,10,4,1999,0,0,8324,4354,1153,0,46,1702289.9
21258,38,1,1,30,96015,3,6,1991,0,0,3175,6608,3921,0,89,2131166.1
82808,49,0,0,7,24564,5,2,2004,1,1,2185,9454,4263,1,44,8282112.4
31696,1,0,0,57,95645,2,6,2005,0,1,1062,6869,2507,0,71,3172950.5
76262,16,1,1,86,8600,1,9,2021,0,1,6248,6168,9618,1,51,7636698.1
51127,76,0,0,41,86859,9,6,2012,0,0,1888,6393,99,1,75,5116713.2
13092,12,1,0,11,71008,3,2,2009,1,0,4448,3610,1044,0,62,1312532.9
84722,8,1,1,51,3872,2,3,1993,0,0,9686,229,1047,0,80,8479242.3
28787,16,1,0,83,24159,10,7,2018,0,1,7495,9057,5307,0,73,2889198.8
18436,31,1,1,6,28505,8,9,2002,0,1,6212,3830,2592,1,27,1852147.2
3426,95,1,0,11,21290,1,8,1992,1,0,828,8074,3848,0,22,345268.2
27193,57,1,1,5,81972,7,4,2016,1,1,2151,4420,9238,1,10,2726538.6
85431,3,1,0,33,74824,8,2,2016,1,0,8326,4450,5267,1,65,8550479.6
11986,9,1,0,100,45263,4,1,2014,1,0,1441,5355,4817,0,53,1207946.4
77744,34,0,0,85,69381,10,7,1990,0,1,3190,9835,9614,0,54,7781079
41419,78,0,0,96,64762,3,1,1992,0,0,8271,1797,6096,0,40,4146569.2
88441,86,1,1,65,38191,1,9,2014,1,0,6096,8178,2653,1,41,8854284.4
6506,10,1,0,35,3225,10,6,2002,1,1,9958,4359,2062,0,50,658467.2
61562,52,1,0,87,24,7,10,1991,1,0,32,2797,8759,0,32,6164454.1
69355,73,0,1,93,29861,9,6,2013,1,0,3625,4568,4041,1,95,6942882.3
1453,44,1,1,5,35578,7,1,2009,0,0,9078,5907,8688,0,56,152267.9
91524,23,1,1,83,135,6,9,2003,0,1,5349,3202,7005,0,49,9157838.3
79375,43,1,0,6,35644,3,7,2013,0,1,4513,4415,3285,0,33,7942261.3
15940,42,0,0,15,60924,3,2,1990,0,1,729,4150,4006,0,70,1595269
36425,79,1,0,93,23304,4,8,1996,1,0,6507,5153,6963,1,19,3654949.6
83264,28,1,1,20,31355,6,5,2021,1,1,3072,6741,5065,0,15,8336224.1
26018,58,0,1,79,46903,2,4,2002,0,0,5295,5189,6039,1,7,2608276.2
52194,8,0,1,97,41561,3,5,2017,0,0,2232,1254,4390,1,5,5224594.7
72570,98,0,0,97,33740,5,5,2014,1,1,9856,5766,9217,0,55,7260082.4
88671,68,1,0,44,38715,4,5,1997,0,1,4769,7776,7653,1,21,8871592.7
3796,28,1,1,86,86437,6,2,2004,1,1,4418,8464,8306,1,40,389975.4
94129,29,0,0,81,87582,9,1,1998,0,1,6578,8860,546,0,21,9419500.8
60490,14,0,0,80,49456,2,4,1998,0,1,2930,5328,5097,1,2,6051979.8
10206,42,1,0,56,15906,5,4,2007,0,0,6807,5748,9816,1,92,1024239.7
14375,1,0,1,85,60832,9,10,2019,0,0,9111,4905,3852,0,70,1449663.9
42168,6,1,0,80,530,2,10,2013,0,1,8869,7129,1602,1,91,4222857.3
46695,77,1,1,78,59440,9,8,1997,0,0,2840,3484,3779,1,31,4680907.7
1514,97,1,0,82,91122,10,2,2001,0,1,1049,2301,1180,0,81,156371.1
24140,14,0,0,13,80883,1,6,2014,0,0,8956,8962,7149,1,62,2415551.4
68309,3,0,0,83,8528,4,10,2006,0,1,1714,3794,2830,0,94,6836397.6
59288,44,0,1,8,46030,1,4,2021,1,0,4412,3771,7554,0,9,5934463.1
99173,83,1,1,35,8235,5,3,1992,1,0,4914,9549,1049,0,74,9927131.2
20926,75,0,0,34,81773,6,6,2011,0,0,2379,5421,5856,1,67,2093781.1
22567,6,0,0,37,20852,1,4,2000,0,1,3815,2512,7382,0,71,2257816
31873,56,1,1,44,39553,8,6,1997,1,0,9443,1920,1991,0,66,3197462.7
83197,46,1,1,68,36740,7,5,1997,1,0,4439,9572,5603,1,85,8327908.7
57229,73,1,0,26,56917,7,6,2001,1,1,3468,5240,3602,1,94,5729282.1
68143,87,0,0,14,67586,8,8,2018,0,0,2675,4544,298,1,45,6816133.8
21284,67,0,0,63,78275,7,7,2010,0,0,1589,6243,5767,0,8,2134558
90360,65,1,0,4,11790,6,10,2003,0,1,4727,5639,2183,0,94,9039117.3
83300,84,1,0,100,16305,8,4,2001,0,0,3231,7316,3592,1,2,8338071.1
79770,98,0,0,57,20712,2,4,1997,0,0,8501,7560,328,1,49,7978838.7
31239,99,0,0,77,3081,5,8,1992,1,0,6178,4301,6651,1,39,3130709.2
49856,95,1,1,25,77135,9,7,1997,1,1,7182,8670,4083,0,83,4992838.7
24840,64,1,1,82,34625,7,1,2002,0,0,3619,7395,6960,0,33,2494109.2
52526,43,1,1,28,67284,3,2,2008,1,1,211,8263,1864,0,20,5261013.8
12797,47,1,0,26,44825,9,3,2001,1,0,9030,5720,6781,1,65,1284541.1
77128,69,0,0,79,93960,2,9,1998,0,1,3383,108,3094,1,35,7721041.8
77708,17,0,1,95,63651,7,7,2015,1,1,2635,7985,4722,0,46,7778998.5
42509,39,0,1,83,16934,8,7,2017,1,1,5212,561,5583,1,27,4260579.7
53436,18,1,1,1,26153,10,2,2000,1,0,6009,1144,8950,1,84,5352131
1344,64,0,0,56,35869,7,6,2020,0,0,3576,8147,6052,1,61,140104
61911,51,0,0,89,54830,4,3,2000,1,1,8178,1534,2450,0,37,6200711
82247,22,1,1,34,67811,1,3,1992,0,0,6593,4948,1574,1,66,8231274.2
20447,11,0,1,99,2453,4,4,2020,1,0,9134,2479,3198,1,53,2056119
54645,96,0,0,23,82959,4,4,2007,1,0,6195,7354,5761,1,100,5466135.7
61453,7,1,1,86,1874,5,4,2006,1,0,8951,8470,84,1,68,6152438.6
91978,98,0,1,6,97113,5,10,1995,1,1,7355,20,9441,1,66,9201430.5
5826,13,0,1,80,2640,5,8,2003,1,0,3606,6150,9848,1,56,590397.3
20486,81,0,1,17,18945,2,7,2013,1,0,9303,7062,1506,0,83,2052565.3
9474,28,1,1,84,72615,8,10,2002,0,1,6994,4977,9816,0,30,961132.2
98426,11,0,1,74,27644,7,6,1992,0,1,3934,4010,6325,1,12,9850377.2
49072,14,0,0,46,16773,5,1,2007,1,0,9889,5656,966,1,7,4910288.7
54310,38,1,0,34,58209,7,5,1998,0,0,763,8942,4735,1,11,5435355.8
78289,2,1,1,34,52478,6,8,1995,0,0,5833,8282,6410,0,0,7834644.5
30403,97,1,0,84,59435,1,4,2017,1,0,8656,8575,4770,1,67,3049116.7
62083,16,1,0,63,54562,2,2,1991,1,0,1709,1826,2438,0,45,6212807.1
57405,99,1,1,32,76221,2,1,2018,0,1,1870,1979,9666,0,45,5747803.8
22674,64,0,0,87,60989,2,10,2003,1,1,2214,3509,1271,0,29,2275756.3
51682,76,0,1,100,60741,9,10,1997,1,0,7572,4358,2596,0,81,5179120.7
72001,72,0,0,76,77590,9,2,2005,1,1,7481,6838,8500,1,25,7207458.5
43758,83,0,0,94,79250,5,6,2008,1,0,9550,6177,5437,0,40,4385098.8
63958,92,1,1,97,44181,4,4,2013,1,1,7067,4514,4081,1,100,6409487.3
66049,51,0,0,6,31605,4,1,1996,0,1,6899,6092,3088,1,19,6605823.6
18780,88,0,1,77,33989,9,8,1994,0,1,4010,4344,2465,1,6,1889782.4
88810,90,1,0,11,60875,5,1,1993,0,0,7900,2718,4548,1,46,8883384.3
76936,44,0,0,31,73657,8,10,1995,1,1,3776,8728,9855,0,15,7696025.5
98403,87,1,1,10,74330,8,6,2014,1,1,2823,2933,1064,0,9,9847192.4
30249,96,0,0,53,94315,5,7,1993,0,0,3720,6997,1141,1,50,3026833.3
40588,45,0,1,13,26995,5,9,2008,1,1,4056,8354,7613,0,57,4064857.8
6686,90,0,0,73,77576,9,4,1999,0,0,3114,9333,8730,1,21,674578.9
93703,38,1,0,59,96835,5,4,2012,1,0,7305,4450,6143,1,34,9378462.2
86049,35,1,1,49,10343,4,9,2011,1,1,6318,2182,5670,1,81,8615471.1
44728,4,1,0,82,98666,4,10,1994,0,0,2593,4031,6390,1,77,4482174.4
53565,14,1,0,47,50801,8,3,1990,0,1,9618,3770,7244,1,84,5363979
74769,99,1,1,30,83749,7,9,2011,0,1,3835,8806,9574,0,47,7487371.1
31131,58,1,0,55,25850,2,5,2006,1,1,4193,18,7558,0,72,3119278.6
10526,34,1,0,79,18488,5,8,1997,0,0,9534,5242,2700,1,31,1061695.7
98462,79,0,1,38,73899,7,4,2003,1,1,2792,9579,7654,0,0,9851011.3
55094,82,1,0,33,34819,10,7,2016,0,0,4704,4310,6204,0,64,5513407.6
14293,14,0,1,7,89219,10,6,2013,0,0,9029,304,6602,1,24,1432820.3
45008,37,1,1,48,69416,10,2,2002,1,0,6870,9380,3846,0,81,4511521.2
83857,95,1,1,92,88996,9,3,2016,0,1,1703,3755,8011,0,55,8398328.6
34136,60,1,1,18,68761,8,9,2001,1,1,6937,16,1245,0,91,3422411.1
88123,97,1,0,43,89177,10,6,1999,1,0,4371,5915,6291,1,79,8816802.9
82244,81,0,1,28,17611,2,4,2001,0,1,391,2077,265,0,21,8231444.1
49609,95,1,0,34,58240,3,2,2004,0,0,9450,5511,891,1,34,4965921.4
45790,36,1,1,4,80166,5,10,2015,1,1,7987,9541,4736,0,91,4583445.5
44726,77,0,1,73,53094,10,7,1991,0,0,1142,6377,6643,1,64,4480483.1
23481,34,1,0,26,94278,1,1,2020,0,0,3552,6772,7299,1,27,2353320
32633,71,1,1,16,65110,4,8,2020,1,1,7978,4662,7926,0,3,3269031
10549,25,0,1,57,71708,5,3,2005,1,0,774,8107,2304,0,47,1064177.5
38279,30,0,0,22,42662,1,5,2008,1,1,1182,4219,5987,1,1,3828880.8
87413,43,1,0,34,72398,8,6,2010,1,0,1133,9915,1303,0,78,8747829
34378,2,1,1,56,24373,5,3,2006,0,1,5422,8889,593,0,78,3449885.6
23548,42,1,1,26,71297,5,3,1991,1,0,5326,780,6391,1,58,2363386.1
15614,21,0,1,37,77244,10,10,2001,1,1,7068,6512,6295,0,13,1568188.1
89356,23,0,0,18,26909,10,3,1991,0,1,1305,4432,8150,1,10,8937435.1
39022,97,0,0,29,93946,8,2,2008,1,1,1668,8481,3653,1,71,3905955.8
68731,24,1,0,70,40147,4,8,1993,0,0,1954,3066,9882,1,99,6881235.3
12014,83,0,1,1,16646,6,6,2006,1,0,7206,2816,8927,0,85,1203385.6
55709,95,1,0,2,80199,8,3,2015,1,1,3712,2506,7611,1,55,5574634.5
43434,5,1,1,80,79814,10,8,2017,0,0,8320,3859,723,0,19,4353911.7
70348,73,0,1,43,70353,8,5,1995,1,1,5865,8533,7820,0,80,7041313.5
39610,92,0,0,60,22247,6,1,2017,1,1,370,9498,3396,0,69,3962981.7
84563,37,1,0,66,30903,1,8,2009,1,0,6720,3869,2208,1,33,8462338.9
71061,42,0,0,75,35582,6,4,1993,1,1,7747,862,1727,1,38,7109849.3
26479,71,1,1,99,61849,1,7,2009,1,0,4468,6440,1446,1,43,2655657.9
3440,62,1,1,72,59167,7,1,2009,1,0,7498,8398,5701,1,16,354630.9
5577,44,0,0,79,36379,7,5,2014,0,0,8539,1227,5449,1,79,565361.4
78789,30,1,0,52,94853,4,5,2017,0,1,5808,1954,6515,0,35,7885033.7
82517,24,1,0,97,87590,7,1,2011,0,1,5963,6047,2168,0,66,8262678.1
11602,85,0,1,47,45724,5,9,2008,0,1,3765,2075,9662,0,78,1167525.8
37195,84,1,0,54,4656,1,7,2001,1,1,9265,68,900,0,44,3725955.1
32862,3,1,1,55,65548,8,3,1994,0,1,3598,160,7999,1,21,3296638.4
73542,75,1,1,83,13097,5,9,2021,1,0,3925,8169,1466,1,9,7371844.1
24280,29,0,1,17,48036,1,9,1998,1,0,697,3500,3704,0,58,2433903.8
97959,97,0,0,52,75873,10,10,2002,0,0,4558,7617,4502,0,44,9801176.2
42760,89,0,1,23,59407,9,3,2021,0,1,1703,6783,1235,0,35,4280171.1
52429,24,1,1,42,518,6,9,2018,0,1,1481,5305,4365,0,21,5253024.8
90301,35,0,1,89,38929,10,7,1999,1,0,7394,9780,6533,0,98,9043358.9
89674,6,0,0,5,56815,6,2,2012,1,1,5673,3242,3958,0,29,8968371.2
69242,90,1,0,23,7903,8,4,2010,0,0,3734,4333,8944,0,40,6927700
5802,99,0,0,61,3565,6,1,2010,1,1,542,9793,9789,1,32,583663
53755,33,1,1,52,62591,2,1,2015,1,0,292,1859,687,0,48,5385263.5
78731,88,0,0,79,78649,7,6,1991,1,1,5914,6048,8749,0,100,7878473.1
22727,54,1,1,84,21713,2,5,1990,0,1,7185,8626,3626,1,92,2288176
95490,7,0,0,46,90186,10,2,2000,1,1,5025,8848,7160,1,91,9553090
78293,20,0,0,39,73162,7,9,2004,1,0,5078,1044,8909,1,26,7832273.4
856,2,1,1,38,91175,8,9,2000,0,0,1600,3603,6011,1,79,94449
17225,31,0,0,16,1100,8,9,2014,1,0,3401,7394,7982,0,96,1723749.4
15118,74,1,0,28,55870,6,2,2014,1,0,6483,9938,2596,1,43,1514316.4
51393,99,1,1,68,23582,3,7,2004,1,1,8696,5199,1009,1,50,5153610.4
75284,15,0,0,90,38227,1,1,2001,1,1,2865,8884,5642,1,33,7531660.1
31609,97,1,1,15,5952,9,1,1994,1,0,2134,2101,6647,1,93,3169821.4
28350,56,0,1,82,4553,3,2,1999,0,1,8713,3892,6465,1,56,2838367.9
58314,84,1,1,8,83646,2,1,2021,0,1,8292,8418,7031,0,55,5835776.1
40327,56,0,1,100,40814,1,1,2013,0,1,8085,5902,3259,0,15,4036268.3
9171,18,0,0,9,75210,2,2,1996,0,1,3760,1522,9268,0,41,917869.6
152,80,1,1,18,9849,1,4,2012,1,1,475,4115,3699,1,62,22160.2
86617,95,0,0,69,71108,9,1,2021,1,1,9790,8030,3329,1,41,8667306.1
72297,40,0,0,98,21779,8,10,2001,1,1,7479,5252,8490,1,40,7234718.1
16361,4,1,1,93,98566,2,10,1993,0,0,9867,6202,9251,0,66,1647116.3
72563,81,0,0,39,99087,7,2,2018,0,1,421,8163,8342,0,98,7260015.8
2749,39,1,1,71,70278,9,5,2006,0,1,7795,43,4588,0,27,283521.6
40987,99,0,0,77,44273,2,2,1995,0,0,4564,7576,3642,0,50,4105390.5
13559,59,0,1,100,49700,2,5,1990,0,1,8510,4428,4924,1,47,1359893
36295,54,0,1,3,69121,6,1,2007,0,1,3177,8829,1334,0,61,3634585.7
77280,49,0,1,8,36165,1,3,2009,1,1,5583,4466,2053,1,7,7734154.9
67529,27,1,1,95,1109,5,9,2019,0,0,815,7329,1218,0,81,6758563.9
84902,26,1,1,38,71957,3,3,2012,0,1,952,633,6663,1,15,8501347.2
41718,22,1,1,50,62654,6,9,1998,1,1,4080,4656,8154,0,82,4181244.8
76298,45,0,0,83,22015,10,8,2011,1,1,4466,4687,8760,0,58,7633806.1
1078,27,1,1,72,29597,6,4,1992,1,1,3539,7738,5673,1,40,120493.2
69205,33,1,1,18,82451,8,2,1991,0,1,410,6080,3092,1,58,6929406.1
55974,55,0,1,12,82707,1,1,2009,1,0,878,2727,9715,1,0,5601532.9
6171,80,0,1,5,4736,10,8,2019,1,1,2474,9900,2938,0,75,621350.9
90716,32,1,1,26,81310,4,6,2007,0,1,4299,2581,4713,1,25,9079770.7
3394,53,0,0,69,88935,3,7,2004,0,0,7541,5334,7585,0,69,341544.4
26312,91,0,1,73,22907,9,8,1991,0,1,685,6035,4057,0,36,2643540.1
999,41,1,0,51,50420,2,9,2014,0,0,3022,7603,3040,1,48,104359.4
27610,29,1,1,53,70066,6,2,1994,1,1,2487,9804,9356,0,15,2768020.4
51036,90,0,0,10,66827,7,1,1998,1,0,434,1150,982,0,21,5105099.8
6995,86,0,1,85,15794,4,1,2020,0,1,6341,5107,6776,0,100,704035
56025,68,1,0,86,29367,4,8,2017,0,0,3731,7937,4403,0,79,5608298.7
43846,54,0,0,89,40112,9,1,2005,0,0,827,3177,8058,0,3,4391747.5
4039,92,0,0,9,26689,5,3,1991,0,0,3277,7419,2522,1,97,404475.1
42208,26,1,0,11,90051,1,4,2003,0,1,9849,9363,3732,1,6,4224392.3
61004,39,0,1,41,90839,10,6,2008,0,0,6712,7606,35,1,50,6103922.8
8284,92,0,0,21,20192,2,7,2012,0,1,5937,2755,4680,1,5,830539.2
3525,3,1,1,29,50018,4,3,2009,1,0,3547,9486,3535,1,4,358221.9
12643,90,1,1,78,29965,7,10,2011,0,1,7673,9748,2204,0,57,1278163.1
40513,40,0,1,80,68719,5,4,1992,0,0,5024,7361,3259,0,41,4058569.2
16933,1,0,1,19,48322,7,10,2010,1,0,3821,5726,9914,1,24,1697974
26750,42,1,0,74,55441,3,7,1992,0,1,3650,9895,6671,0,1,2678911.2
85100,9,1,0,63,6915,2,4,1997,1,0,3962,1409,9386,0,38,8517058.7
31141,6,0,1,3,4464,9,10,2020,0,1,3258,8577,1162,1,50,3118168
79252,27,0,0,61,48036,5,8,2020,1,0,2277,6611,8486,1,0,7929634
27444,22,1,1,46,9031,4,2,2010,0,1,1426,8836,3209,1,41,2757164
25263,53,1,1,51,31799,5,2,2004,1,1,9834,1817,4206,0,77,2532250.4
48104,51,0,1,58,54800,7,9,1998,0,1,5228,5175,1412,1,44,4816257.8
88167,3,1,0,91,85085,8,8,1996,0,1,5968,9573,5806,1,39,8823304.6
81316,71,1,0,8,49146,3,5,2006,0,0,8749,1772,4059,1,70,8136403.6
11931,33,1,0,14,56356,9,7,1991,0,0,3791,9715,6461,1,93,1197776.1
25473,48,1,1,98,46038,4,8,2013,0,1,3132,6333,5473,1,7,2555163.3
62986,81,0,1,36,6897,3,7,2002,1,1,895,9126,1360,0,80,6302874.2
22004,18,0,1,24,72132,1,3,2012,1,1,2283,1132,9526,0,59,2206727.2
42826,33,1,1,36,44656,10,1,2019,0,0,9284,7829,8874,1,35,4290813.9
32156,64,1,1,78,12877,9,6,2009,1,1,2413,9674,4422,1,60,3223835.9
